struct_typ,guid,retrofit_cost
URML,320e3d64-98b9-42ea-acf5-a15f89627a4f,28269.23
URML,85075046-c92f-4c97-ba56-eef9e5acf3de,28268.23
URML,8fe51207-fd22-4039-a378-ae17f813dc3a,28267.23
URML,00c92e6e-3075-49cc-bda0-700a76631109,28267.23
URML,736d60d8-ea54-4fbc-be0b-5c6117cc92cf,28266.23
URML,430d510e-d4f7-4336-bdfc-00f5e259760b,28266.23
URML,f93f1f3e-18ea-44c0-b15f-9a738303f7c8,28262.23
URML,a01efc5c-2f15-4753-94af-cf45076fed82,28260.23
URML,420b0546-f568-4887-b488-97e513c51d57,28258.23
URML,2a7d2240-3b76-4ef1-a6a2-029f4cd26ffe,28256.23
URML,1bbcc07f-ebac-4065-9c32-43332c885fed,28256.23
URML,967de4e2-4942-4069-88b1-21b4649380ef,28256.23
URML,07f174bc-1b83-48fc-8139-253279e96cc3,28254.23
URML,fad1774e-fb75-490b-9ac5-92091871db63,28252.23
URML,21d5f9a3-b182-4290-b50f-172f8069a0b2,28248.23
URML,462775a5-2943-44e2-bdb6-97695e984b89,28248.23
URML,c7d3b76a-04d7-4837-8944-be76e2960e17,28248.23
URML,6e4e268d-e7f5-4e83-8501-9171e8ad3071,28247.23
URML,4667b687-d1a6-4530-8b1a-a66e3ba4fa2e,28246.23
URML,a97daa8e-ce28-4348-ada6-ade7577fac2c,28243.23
URML,6ff0834d-d24a-465f-ab5f-335fa30e7c88,28242.23
URML,75f00337-d9ae-4c70-836e-ba15195863a2,28239.23
URML,fc8d0bc8-6458-482f-8545-97fc48ae1d54,28238.23
URML,28153038-d457-4263-90a1-033f7572d868,28238.23
URML,018d8dc0-49f0-41f7-92eb-fc8c9adb7315,28237.23
URML,743e5fd6-9ef4-4915-9d7c-49f9046923fb,28237.23
URML,121ccc0c-595b-4282-9f71-5a0a2bb26f79,28237.23
URML,2902f32b-3128-4117-85d1-af5522e5a96c,28236.23
URML,aea3a4ef-1356-4884-bd24-c3bba9257ada,28236.23
URML,fbbcc122-290b-49fd-9d24-1aeb74844641,28236.23
URML,bf163917-8fd7-494d-bbae-1ad2c6fef946,28236.23
URML,2217b440-1f0b-447b-b64c-6ad798fe7da0,28229.23
URML,35cce2b1-a740-4598-90bd-d95b3f336a99,28229.23
URML,ba6bc7e8-00b5-452e-a863-cf271b0e5b44,28228.23
URML,d608f1f4-aa76-45c5-a5df-83d0f6d75b81,28226.23
URML,3c2d4805-976a-4351-ae08-da29481fbda6,28225.23
URML,736a1567-be5e-4d9d-9321-4068d7a7c174,28224.23
URML,c3749fcb-20ef-4d0a-bbcf-6837425a05ad,28224.23
URML,b564a0c8-51ec-4f82-8fe7-9c0c0dd12aea,28223.23
URML,bf6ee2e6-27ad-4128-90db-2d0e42025546,28223.23
URML,f6119a36-7779-4e00-b5ea-3324448f41bd,28220.23
URML,27f4ce69-1a1e-48b7-8d6b-8e799f3ed68f,28220.23
URML,1d113ce0-db6f-48f0-99e1-3280a72e8c71,28220.23
URML,3f8a0ca1-34a9-4954-9858-2a369021d098,28216.23
URML,78fb6450-7ed0-42a5-8f4a-e9ffd6d85b59,28216.23
URML,47e39b13-6993-4f6d-9a62-b056836ab122,28215.23
URML,e54b0730-0df1-47e6-959a-0e612178e0f0,28212.23
URML,94866c37-68de-43a8-a54a-142c734d8359,28211.23
URML,79f60c42-93cb-4c33-84c1-0d1a00668123,28211.23
URML,4203c305-a479-408e-84ef-44bdeac6736b,28211.23
URML,cf62f3aa-baec-4717-8cdb-683057f71d54,28206.23
URML,d07ec5a8-1156-4076-a845-9a07e206655e,28206.23
URML,6111ef36-fcfb-448c-ab78-f9f020ed8034,28205.23
URML,bfce5542-fba0-4e79-ab96-97e2d0c0d853,28204.23
URML,9f82673a-6ea3-412a-be36-9b3573d8e45a,28203.23
URML,c64ce2b1-0200-4480-befd-8d2623813d28,28199.23
URML,a42c7f66-663c-4fe9-b1d2-efe51d345458,28195.23
URML,4114fab8-4977-4c16-80a5-574d3c27e5a1,28192.23
URML,8ed83c87-a2a8-4912-8de4-4985dc3b2bc1,28191.23
URML,f2075de6-3df2-4c0d-8aa3-1c8c1203ae45,28190.23
URML,f82a2195-8655-454b-bb3a-c09742d3ab74,28190.23
URML,b948ce69-4cd7-4e17-b7dc-74a91ae4b763,28188.23
URML,63095e0f-175e-41e4-94a4-18d6fb5f3da0,28188.23
URML,4c5e74c0-4485-4025-b90f-b081d7194b05,28184.23
URML,672c920c-1497-44aa-b1b0-820793a6f391,28184.23
URML,4507b356-bff3-4b6c-8591-800407b71a31,28183.23
URML,7d6c07c5-663a-4327-b1a1-5154a46bea17,28182.23
URML,e62c0d9b-671d-4139-bb82-154004f97e2d,28180.23
URML,5c92897b-8273-48a7-bb4f-f1f0cb56245e,28174.23
URML,8bdc71b2-b986-4139-a766-5d234ae65132,28173.23
URML,035e5b43-5b05-4425-a2f9-5bbf51805247,28172.23
URML,8a004e02-c6bf-4125-a14a-e82b3ad03c06,28170.23
URML,0b011839-c75d-478b-b111-5775040abcad,28170.23
URML,e8decae3-4199-4f53-af5a-9220edeebc80,28168.23
URML,766262f3-a175-45a4-88ae-0d300e001e47,28168.23
URML,1a42fb36-6742-47ec-b7be-f3ba9c4333f7,28167.23
URML,da602964-33d0-4d9c-88a6-64aca6c5598a,28167.23
URML,db070a79-edd2-4027-824b-2d1e26b365c3,28166.23
URML,1f5853f9-f4bc-4f4d-af80-51bf83a930f3,28166.23
URML,bb033d95-ff6c-4353-9a5f-39487f54b713,28163.23
URML,d56ed584-6815-440c-a465-eccb06cb7fd7,28163.23
URML,c787f75b-e163-4876-8b49-e80542e24ae5,28162.23
URML,68f1d216-9e77-464e-adaa-f4236127d1dd,28161.23
URML,cef2d5db-28a5-4a3b-a8fc-b133ff067c8c,28161.23
URML,3e11d224-af1f-414b-8d82-a84700b5ad2d,28161.23
URML,69d6a853-716c-4260-8e75-1219534765b2,28161.23
URML,89af655f-5b9c-4ddb-ab98-754367da3b00,28161.23
URML,68b48095-57b1-4ba8-a058-7b343ba5edac,28161.23
URML,c4c9d514-e499-4649-9c17-0125d2a2f36b,28161.23
URML,be8116f2-b14a-44c9-bea6-a7dc29af7a87,28161.23
URML,523efccd-0219-4cef-84bb-d959b0d2d82a,28159.23
URML,1a374685-f9cb-4422-9048-f4e71328d321,28159.23
URML,50c27520-4037-4f95-9c50-ed7e21e52125,28157.23
URML,78ffcc84-27c2-4a22-9e73-19326b15ddad,28153.23
URML,ea0c2810-fb99-4891-a45b-41175bce3e9b,28149.23
URML,b5e1ed0d-97fc-4cdc-96ca-086319d0939a,28147.23
URML,293ed8bf-2909-44a4-ad6a-e62235d135c0,28146.23
URML,c17e767a-371f-42f5-b078-7763f81ca8e3,28145.23
URML,209bf25a-32a1-4c87-a8c3-3a3ba872719b,28144.23
URML,1f0a7906-e3c5-40f9-8aad-e57a683b9e47,28142.23
URML,29916725-1726-4602-a739-dc6efcf45ac2,28142.23
URML,162b09ed-d41f-457f-8c8d-68c2c4f1fadf,28141.23
URML,33831aa7-5016-4b1b-9b62-c91a526300b6,28141.23
URML,35d0a233-f9b2-4b06-8d28-b76476ae94a1,28141.23
URML,9b462508-5f84-450d-80de-6a598d0d45f5,28139.23
URML,a5244c28-081c-49ca-b7fa-58120bf64eb0,28132.23
URML,96d9b9d2-edb8-44b3-b5b4-83b300dcc8ca,28130.23
URML,9694ff85-acd4-4bc8-9d80-49545ee02b82,28128.23
URML,80e62499-fa0b-4b8e-b1c8-0a44bdf14f90,28127.23
URML,5064ce31-2d02-45be-8590-b23b667d159b,28127.23
URML,e6547bd0-9eea-42c5-899b-1b33300fb862,28125.23
URML,fa077eed-a1d1-447e-998e-45500392460a,28124.23
URML,a8ad9114-8a86-479c-afd4-8b30544d10d6,28124.23
URML,6968cd61-0a24-44dd-b754-b3f963706b8a,28122.23
URML,bec847d8-8d95-4dea-88fb-a3ffe470b7c8,28120.23
URML,02b3f05a-fa42-4172-86cc-cd56860dfc7a,28119.23
URML,801546a0-e66c-4298-83b6-5d05793d1559,28118.23
URML,42d72529-bbbb-4103-bf3e-1fe8337590ee,28118.23
URML,7e8a0381-4855-457b-9267-ff2355f281d9,28118.23
URML,47e3141a-b359-4041-bc28-0aea163fd9ca,28116.23
URML,ee966a2f-2c2a-4c32-98b7-1a4a8179da6f,28116.23
URML,edb6f31a-3bfc-474d-8f66-eb6922fc0e40,28115.23
URML,f8546f56-4067-45ca-bb56-1061aac4a27e,28114.23
URML,e9471a3c-1b46-4aaa-a6a1-c7d11f077069,28113.23
URML,e9bf7daa-fb37-4fac-82e5-ac3cbbd42b78,28113.23
URML,8df8213f-d2e7-4f96-a4fa-1219c4909169,28105.23
URML,2a646e53-a955-440e-a14c-c5850e14fbcb,28103.23
URML,05a4b5fe-26d6-4697-b0a4-f792e73e567f,28103.23
URML,1c010b09-5aab-4a89-8555-4a09b78a34ad,28103.23
URML,659b1f1e-10ca-470f-8ba6-45b9a96fe719,28101.23
URML,543bcdfa-e8f9-4b6e-8779-673fddeecb08,28098.23
URML,3a272825-d312-4ad6-bad0-d5e405a782e3,28096.23
URML,bf10f6e8-da70-4c5b-b66b-dc1f557e18dd,28096.23
URML,a445c1a1-f314-49e3-9a74-74097bba9511,28095.23
URML,822dc40e-e037-4e38-a1ef-c67b5934a51b,28095.23
URML,24627091-07d6-4c42-9f14-afe6bf19c358,28094.23
URML,e19b18c3-e609-4d77-9134-f4f5ac6f5f0a,28093.23
URML,9ff9d646-d4be-4ee4-8eea-cb930ad33965,28092.23
URML,25365a1b-2949-41e8-8d48-4232d6659270,28090.23
URML,f5200cde-11f6-4bb6-9c2b-411a04dc6bf2,28090.23
URML,f0ee4e08-e352-42a8-b43d-c755dcd84fb2,28085.23
URML,584bc31f-36dd-4af3-9035-6dabad3c3357,28085.23
URML,179048f1-065e-437a-a08f-af9230ca9562,28085.23
URML,af983518-d357-4799-933a-4cea2197f0a8,28084.23
URML,4dc3b475-1bfc-4273-a7b4-e4a61dd5222a,28084.23
URML,e6ae47c4-c858-4a60-b50d-d5ed38bd498c,28084.23
URML,3c178977-58d4-4d08-acc1-3d958f57d8f1,28082.23
URML,a20255fc-bdeb-4886-981a-9e7df1bc3f25,28082.23
URML,85f035ff-6769-41c2-89b9-852c91bc179f,28082.23
URML,56f02e28-f008-445f-aee7-911a81b89134,28080.23
URML,46c9819c-a1a6-4645-8328-835d4da8db6d,28077.23
URML,7e556fb1-774e-4cd3-ba72-b164a241135b,28076.23
URML,1f7b20e2-926c-454c-a9b6-711261708ed5,28076.23
URML,9da9fe73-1af3-4986-b6af-556001323194,28075.23
URML,908b043a-8ace-40d3-b37c-568df319b880,28075.23
URML,284bfe8d-a1d4-4f7f-84e9-85ef2820e56b,28075.23
URML,fc6c2030-894b-430d-96b6-50b417b31ba4,28075.23
URML,71a7e497-e472-4b58-ac8e-dd716c2a7f4e,28075.23
URML,fa499530-8249-4616-bbaf-ae4030c504a3,28075.23
URML,d2edd33e-5f53-43c9-acb6-1c0cc6d204d2,28075.23
URML,d74677b8-d3a8-4a9c-a587-bd38bbca48f5,28071.23
URML,be76ff5d-1051-49dd-a4a0-7e3b10e434bf,28064.23
URML,8592cff5-2485-4aa4-a32b-3f574b69c016,28064.23
URML,684c6d81-c449-4bfa-a81b-98f83c19ce07,28063.23
URML,423fcff6-7b59-410b-a892-e2133e397079,28062.23
URML,f6e1f645-6013-4d01-8086-127ebd983793,28061.23
URML,9cf6e412-cedf-43bf-b1b7-eb564f752390,28060.23
URML,906b0535-5a2f-4deb-97d3-d70504a044d8,28058.23
URML,0db295dc-2747-4713-8161-e61647551e4f,28058.23
URML,5b01f157-4d49-4623-8ac2-be9d39cb30e6,28055.23
URML,97c1103d-ef27-46a5-a8fc-1cc524439ca9,28053.23
URML,b29fd0dc-6045-4440-8f45-6ff620b748f7,28053.23
URML,fac5b6fb-08fc-43af-b622-eea42a75785a,28053.23
URML,5cdda53b-24c2-42a9-8d4b-8ccde89ad23e,28053.23
URML,1d7f0324-bc08-446e-9dd9-92fb57eace04,28049.23
URML,43fa6ebc-7bbc-4b4c-b715-dfad48a4dddc,28048.23
URML,fb38da51-6687-491c-80d3-25dca7ad3fb8,28044.23
URML,4586d28c-6f49-44c3-b7b0-f7e76b4366db,28044.23
URML,5718998c-e695-4989-bad5-bc16c57a549e,28044.23
URML,1ddb982e-55e8-4672-86a1-876b4d8dfcb0,28043.23
URML,53dbe7a1-6625-4b0e-ae62-446781b44ac3,28040.23
URML,ed28a91b-afb9-4c03-97d3-2d02f45e328d,28040.23
URML,cbf9df21-38ba-430d-bde7-4e7c650481aa,28039.23
URML,a8f9934b-a750-454c-97cc-bf18476cb1ac,28039.23
URML,510e1201-ae64-4847-8200-3e8573e7eac6,28034.23
URML,4ad39674-442b-437f-aab2-9e43c3736bc7,28033.23
URML,0287f95c-4aba-4ba3-989d-5fd68d49fd4b,28032.23
URML,cda12b9b-5c5f-4cbb-9c2b-169bcd0e6d6e,28032.23
URML,5b0918cd-0d5b-4e2d-9c05-f54d5d268ac8,28032.23
URML,1d2eeb40-94b5-4fd5-821a-45ea3aa674ec,28032.23
URML,1438e4e8-e650-47c8-a561-892874294fc4,28030.23
URML,64494d9c-63de-4bbe-84ac-276c4a33c472,28030.23
URML,f91fd62e-8de0-4d11-a582-5e8bb50b6540,28030.23
URML,db8cec8d-8b33-47ec-a0af-8f7c67e3e37c,28030.23
URML,fdc35ff3-765e-4fae-9eec-6bdefc65fe35,28028.23
URML,7a177ccf-c542-4ca4-851f-156d42c44fa6,28028.23
URML,64431299-6b88-4524-b9aa-e2d1dedf2b93,28026.23
URML,d5667e09-508d-40dc-8a26-7de1974a0c0b,28026.23
URML,762f0220-2a34-452d-ae4a-e8feae8fa235,28022.23
URML,5f51304c-c81d-4bd0-b9c5-e3b231ef9956,28021.23
URML,8cc41993-c6c5-4cda-b67d-cc8391835ad1,28019.23
URML,24fbae93-44a7-4830-8b28-16ac5802d787,28019.23
URML,6da02491-f880-4e7f-b73a-fa67df540cca,28019.23
URML,9f984a37-e99d-46ab-bd79-0c72af31d08c,28017.23
URML,456bde62-5229-4eb2-8fce-e9a357b7c82c,28015.23
URML,cecf531d-7efa-429e-8156-99d2c4830c41,28015.23
URML,83d216b0-5a8c-43eb-a3c0-3e9b891cf392,28015.23
URML,8421f1e2-3c28-4bc4-81e3-34e3e24c1fba,28015.23
URML,249065e1-ad22-42f6-a8a4-a26e710c7b9c,28014.23
URML,b1205fa2-d887-4da8-8cda-b9ea7acdd558,28010.23
URML,473b365e-9261-455a-88e5-8cf58bcadf9e,28010.23
URML,09db5761-2fcb-4514-a9a1-2bee38fbff5a,28008.23
URML,72c33b13-6f71-42b9-8f5a-0157f4565056,28007.23
URML,06cb6835-59ce-4344-93ce-56129cf2267b,28006.23
URML,3b20f842-f004-4780-988d-9391932de4b9,28001.23
URML,95b37233-b3dd-4ccc-a8a6-c8878a8f7715,28001.23
URML,d501d9d5-9512-445d-a572-cadef418992d,28000.23
URML,96d1de4f-d18a-4df9-b039-3509295b558e,27999.23
URML,3031828d-3320-4218-a11b-c638658dbc7d,27999.23
URML,27718018-3acf-45fc-ba64-ea0393cc068c,27998.23
URML,7d9914f6-f8c1-4d54-91df-8f15bdc28e11,27997.23
URML,5ab5c414-73bf-48cb-81db-ed91e96dd589,27993.23
URML,f36d6fc4-4521-4308-be71-89f3fd24c3be,27993.23
URML,169865a4-4adb-44de-9d21-af0676fd07b2,27991.23
URML,87258761-81ff-49ca-a897-c8a1904b260a,27990.23
URML,d7f615e0-6f8b-415a-bfe5-e934493c736f,27989.23
URML,e3f5db7d-3697-4690-bd79-66a14106d575,27987.23
URML,998fe573-1afb-4867-aec8-4ee8659926ff,27981.23
URML,176e96ed-903e-4b89-85b2-7737c59fc09c,27978.23
URML,d2f476cd-ff75-480e-b569-4e0d56fe2139,27976.23
URML,60209fdf-a413-4273-aa9f-6ea4dbcfd77c,27976.23
URML,e0d2909f-78ce-4716-bcfe-91baf49575d1,27976.23
URML,b0766361-c924-4139-87af-b0d189d1583f,27976.23
URML,e4dc0cb4-5c37-4785-af8a-7d45436af10a,27975.23
URML,914c3dd5-728d-4c1c-bba4-dbc28a05ee3a,27975.23
URML,4de83427-7e76-49a6-8239-fc50b8b0da2a,27975.23
URML,affdd245-035b-44b0-8128-3dea2be1673e,27969.23
URML,afbd0c25-407e-4796-942f-c5e6081f4a14,27968.23
URML,761d6683-f9a4-4ced-8421-85da77a2ed9c,27963.23
URML,724b4c4d-516a-47a1-84a3-f5e32dd016bc,27963.23
URML,606fa66f-9a84-44cb-b938-7abe889fedb7,27957.23
URML,706a749f-d7c8-4c0e-98b4-06beb7478ac4,27956.23
URML,873d704f-d1ba-4ea0-b240-d84e9aff6afb,27955.23
URML,fa604d1e-1410-488a-bd23-2fe274ba1e7e,27947.23
URML,2be73166-bc1d-46b5-9bc3-0045c90d60bd,27945.23
URML,82927850-ac48-41ec-82e9-9f0cefdf5ac2,27945.23
URML,91b46047-221c-4e91-b7a4-6143d024b26b,27945.23
URML,1c646497-8263-4c5d-bf06-24f820cd1989,27945.23
URML,aada299f-5a5d-4dcb-ab2e-24719cb93ce9,27945.23
URML,330f16b8-666c-4c31-b27b-7ec7a97e1da8,27944.23
URML,4a23e6b4-54c3-4dff-a204-6bed430733d2,27943.23
URML,fa9f2dad-7de4-4f13-a9c0-9b945516e06d,27943.23
URML,a60f4128-a07d-41ae-922a-537f788cba6a,27939.23
URML,6d44ea19-ee03-458d-ae3d-5fbd05775844,27939.23
URML,80e8abb0-748f-4d21-81a1-5475fce86ebf,27939.23
URML,e302a7aa-f9de-48ce-9ede-b9a18e773d65,27936.23
URML,bb085161-18e2-4eeb-b349-0e5622b2fa49,27934.23
URML,ad45f7d2-6c4c-4841-9969-27f2679e6331,27934.23
URML,2e210ab7-ff40-41d6-9601-f7ca0c6fc725,27934.23
URML,87389139-ef3f-4d42-ae24-2339e964d0fe,27934.23
URML,96bf014a-1119-42cd-950b-de6b4f9dacdb,27933.23
URML,b68c30d9-e6b1-4606-b82a-c9c8cc89bc9d,27932.23
URML,debc54b4-512a-4498-ab4a-a47863a623de,27930.23
URML,32344d5d-9df8-434c-9574-ad41d59b1b71,27929.23
URML,7b6a5298-6e31-4fe2-9f59-83de78092c2a,27929.23
URML,198cbc0e-4618-42d9-86cd-990364846bad,27924.23
URML,cc6f9dbd-726d-4a31-aa94-3c775f54c5fc,27924.23
URML,9cba68b0-a47c-4dc1-9c48-e4d7bae353d1,27923.23
URML,5891ef42-4645-4333-a1a2-b6b3308ea420,27922.23
URML,05149936-4648-40f6-a3a1-ef722810290d,27922.23
URML,1001977b-731f-437b-a02a-e367b62398be,27922.23
URML,c4deacb4-1cef-49fc-b5eb-6a2645336aa7,27917.23
URML,33533eee-c599-4450-b8d6-c7f5c958d2f9,27913.23
URML,a2fdeda5-8c60-4370-b1af-aa3b7824184a,27913.23
URML,4e01755b-9f26-48f6-858c-c1338eeb917a,27912.23
URML,ee8fb017-a8d3-4446-9c2b-87b9cf147c86,27911.23
URML,740f6748-53f6-49ae-9fac-0e02e1f06f18,27910.23
URML,2fcf4994-5842-47c0-9c90-01d860a226df,27909.23
URML,a4a0fdb9-2111-42b6-a7df-8e6b34ea5c3a,27908.23
URML,6d27a0e3-2e4c-45ec-bbd5-c5faf8689e3c,27904.23
URML,425679cf-b749-4918-8692-39bce9933544,27904.23
URML,aba1fb9a-8048-451d-bc28-a78d949308d2,27903.23
URML,f5dd9faa-2cdd-4966-b85f-1ffc523f047b,27902.23
URML,e3db7ce8-ce35-400c-9fb5-4fe4542f3ed7,27900.23
URML,3e584cbe-b314-4578-b3b7-ec09f16bcffd,27899.23
URML,d6094799-f19a-43e6-8026-45fe242852e5,27899.23
URML,9738d06b-084d-4231-b7c5-8edcb18a328f,27898.23
URML,4ae0d641-e333-447f-8a7f-b8b454826d92,27895.23
URML,72b5632b-d3a8-45b8-8e54-536894fa026d,27893.23
URMM,1a1d2526-f655-433e-b02a-90396e4b66b8,27892.23
URML,02c7a58c-288d-4bf8-9641-b215cfbc97b7,27892.23
URML,bf41944f-fa6b-4e53-8078-47a9063928c4,27892.23
URML,f2f56992-3f07-4d1d-b6a8-95d7226956d5,27891.23
URML,f71d26f1-469a-4859-bb63-f6aa3d1fcc18,27890.23
URML,df27c30f-e985-44e0-9249-d8395844036e,27888.23
URML,108f81d3-bf67-45cd-9b84-eb6ab97c35d7,27881.23
URML,19eaa213-eb9b-4ed1-a483-5271a9d8d728,27881.23
URML,baa5b724-9341-4793-b6e8-c49e3e39c594,27880.23
URML,55bd6419-a4d3-4a81-a3ac-a1190ed19d1e,27880.23
URML,7adcf665-ecc1-4201-8a7d-ae62bca60f26,27879.23
URML,dca24ed2-c075-4119-88b7-9d8c5aed5456,27879.23
URML,335e3e90-51e9-4e78-8424-e3673a169230,27878.23
URML,7e9a24c1-660b-4818-99eb-7dcf43a49c0e,27878.23
URML,bc716619-56a6-44fb-9a91-4a2268220f40,27875.23
URML,89a3abe5-9e83-467c-9206-1554d8b5fef9,27875.23
URML,4ffe4305-1b88-48d1-a95a-656da242f29a,27874.23
URML,334f305d-65f4-4cd1-80f9-bb2cb3568698,27874.23
URML,ed7fe024-120d-4c01-b4e8-5b397561b5c9,27871.23
URML,cfb50826-0d5c-4e71-a6c5-cb77e50fc4d1,27871.23
URML,f7865051-344a-4315-9b54-047cb4993dcf,27870.23
URML,41791107-9d73-42e8-b415-7490ae4810d6,27869.23
URML,26757a55-bb82-4df3-8c3c-f7c132a403ba,27869.23
URML,8107eb12-dd86-4977-baa0-0ac179708e8b,27869.23
URML,37dc08be-e636-4150-bd92-62123fe56b5c,27868.23
URML,6998d813-9abe-4f69-91e2-bc25b7e234f6,27865.23
URML,8da723c9-35bf-4b8f-8766-e37cb07c24b7,27864.23
URML,f72e239c-b2c5-49f8-a8d5-314b6551c316,27863.23
URML,3a84ce56-c188-4738-95b9-dbc3f434c29d,27862.23
URML,710fb8a6-eaa9-4cb1-9e7a-187339736078,27860.23
URML,d2d2e04e-4bde-4f0a-8ba4-97a2cdfa3160,27859.23
URML,6a18aa9f-bc40-4f5d-86e2-ff7323f60199,27859.23
URML,df9c1cdf-7b5b-47b8-9442-3b6959cc7820,27857.23
URML,157399a3-336e-44aa-8735-6cb008c959f6,27855.23
URML,cf1cdad5-f413-4d6b-9b4c-f0e09a8c5e8d,27855.23
URML,300d6c56-f589-4e93-8f3b-ba203e839f53,27855.23
URML,06663f84-aebd-4c58-813b-5a5496e0e51f,27850.23
URML,2ee3e3f9-091a-473f-a543-86fdf2c5a845,27850.23
URML,31085f88-4816-47d5-b357-5c7e5c1c10cd,27848.23
URML,5f8f2013-5d4a-47b6-8c15-bd469c69c1d1,27848.23
URML,278b50ab-e6ee-42b2-953d-cb76c5ea4db8,27847.23
URML,78385986-202f-4be9-b5fb-495d28d926e1,27847.23
URML,eec84ae0-b76f-41a4-8653-b801d272aecf,27847.23
URML,0d6e2827-71d2-42c3-a310-69f326345391,27846.23
URML,3d0e5e29-4851-4633-a9c1-eacbd1d8fba4,27846.23
URML,b6d3e5cb-c6d9-4c50-81c3-22d1cedbee92,27846.23
URML,bdf339b9-b762-42f7-b5a9-ea8d7bef7dee,27838.23
URML,817eb9b8-bf17-4137-ba1d-4d789fe09818,27837.23
URML,d99288a5-868e-4100-b437-c72fc8526717,27837.23
URML,fc4b8941-12be-4307-bc3c-7afb92725e29,27836.23
URML,c63a4128-d294-40fc-9cf6-335d90952e25,27835.23
URML,ede7f3d8-5389-4a40-9436-594f33e2528a,27834.23
URML,1bed4900-fd88-4768-b79f-ad419a877902,27834.23
URML,85fe5aff-ce85-43cb-800c-c9b6825a08e3,27833.23
URML,d8e01f63-18fe-4b28-a753-d40c5821c44c,27832.23
URML,259f284a-88d9-4d49-b08e-e49065d84e47,27830.23
URML,89dc9d50-c348-4e9e-ae65-8446dfbf0211,27828.23
URML,21d180d4-6da8-4e7e-9a3c-a8232e4e8607,27828.23
URML,8cf2ad75-f63c-4b9a-bee4-101264583746,27827.23
URML,c053721f-f8a0-4916-b90e-801e3c40d47c,27827.23
URML,ac57c1ec-d0eb-44a6-b9e8-abab38dff2d7,27826.23
URML,c363f635-fd4c-4c21-a9c4-55f8a8843d58,27825.23
URML,a2f3a536-f5b1-436f-a352-9c811ea5df03,27825.23
URML,f426a27a-06f2-43f5-b09e-3e5a6ade19b6,27825.23
URML,85c89647-e162-475c-be84-755065b73112,27824.23
URML,ea5694fe-9d0f-40e9-8aa6-0f066ba8a0e3,27824.23
URML,2868435f-eec6-4a2b-8fe1-c391b6a56757,27821.23
URML,0b2f3756-ed85-41af-938e-670ef8d14026,27821.23
URML,d53a14fe-84d7-40ca-b005-a6a9524a7ca7,27820.23
URML,cab1e27f-42e8-4827-9358-0637c0afc0cd,27820.23
URML,16b42171-400b-4ed0-997e-3f70cc3dfb9d,27817.23
URML,ecd12426-25eb-44c8-82f5-f94752802993,27817.23
URML,d1f0e9d4-0dcd-4bea-93c5-62750ac1276c,27815.23
URML,7304248a-f746-4863-a191-e91a8d57bb38,27814.23
URML,6b9cdda3-48dd-408f-8669-80f5a55eb241,27814.23
URML,acce6efe-70c2-4b31-a502-f19355540d54,27814.23
URML,4dd952f2-659c-4510-8ddd-9581de9f8ff9,27813.23
URML,3c26a039-2399-4b39-9fc9-e4c0e092117b,27813.23
URML,c3d3b0b7-98af-403c-a26f-f57cd66939f5,27810.23
URML,0ed024c8-c3c2-4419-8324-285e68fe9961,27810.23
URML,95f324e7-81f2-4697-9a0d-f67e904858e3,27803.23
URML,f94e7324-53b8-4417-acf9-6d2789494097,27803.23
URML,967cb612-efa7-4909-8dbc-1a6b1a4168aa,27801.23
URML,b081c4fd-870a-43ec-a224-dba97571a63d,27800.23
URML,b268af77-95af-4d06-8269-9643548c3e6c,27800.23
URML,b530927c-daf1-4f44-9c1f-7879e16c2439,27799.23
URML,d86392db-dab7-40d5-8900-449b82849583,27798.23
URML,b4e6515d-8ff4-45ba-8ec9-c9abc2cd206f,27795.23
URML,589737fa-78c6-42a6-a8ca-6db939f6e9e3,27794.23
URML,ab898b91-4e19-4535-a399-add7b74fa7fe,27794.23
URML,8d5a90be-bdfb-4a19-995b-c5e3dd2d2046,27791.23
URML,b001a98c-6d67-4b06-a321-f6057d5daa80,27790.23
URML,c020591d-b5dd-4024-b077-847f7acf1cf2,27790.23
URML,d7341ed2-b603-4ae6-82e9-3c9c48763b8d,27789.23
URML,efe6bed6-7d6b-471d-bcfb-ce19b5ca5490,27789.23
URML,675b0e33-dc66-4099-aa8d-d58eac024f45,27788.23
URML,9547c2a0-1af4-42f6-91ad-8f1c5e1824eb,27786.23
URML,4874dc69-69ff-441b-b3f6-55fca9da093e,27783.23
URML,e193a686-f6b2-4a07-a98a-b18bab552e4e,27783.23
URML,124957f6-4f95-4b6b-a7f2-3fe0173993bf,27783.23
URML,edd2103e-bc74-4971-afbd-aaa35c17d8c0,27783.23
URML,2216f885-8cb1-4e8e-9a13-c8f0ef84fdf6,27782.23
URML,9ca497a1-fe74-469b-8d1f-dc7d1635b0c1,27779.23
URML,2bd028ae-f819-43e7-be6d-705ae5f87b95,27778.23
URML,6bae16a3-72b7-43ff-bb15-71da7b29afd8,27778.23
URML,b13c585a-c530-4de2-9dd5-df20a7d89cb3,27777.23
URML,74856719-0fef-45de-a1c9-1ce6507342a7,27773.23
URML,feeabaec-4a59-4b46-bfa7-9255ed9ce200,27771.23
URML,49d5fc78-bedf-4019-891f-5f04dcdaeea2,27771.23
URML,15812a9f-061c-49ff-ae69-46170ecdbbda,27770.23
URML,a0ebf6f5-c415-4e1c-9aa8-ebe97bc335cc,27770.23
